,0,1,2,3
0,0.0,0.37,0.958,6.572
1,1.196,1.19,1.667,6.728
2,1.199,1.079,1.306,10.459
3,1.193,0.0,2.16,7.586
4,2.265,1.314,1.322,8.982
5,1.932,1.093,1.063,12.592
6,1.672,1.33,1.31,6.987
7,1.462,1.073,2.257,12.825
8,1.807,1.33,1.908,12.028
9,2.263,0.0,1.775,11.901
10,1.315,1.452,0.0,14.669
11,1.07,1.075,1.668,9.945
12,2.38,1.211,0.949,10.545
13,0.0,1.455,1.084,14.724
14,1.551,1.431,1.892,10.173
15,2.165,1.815,2.726,11.553
16,1.438,2.031,1.41,7.592
17,2.279,1.576,1.186,7.204
18,1.183,1.817,1.915,8.985
19,0.848,1.564,1.187,8.162
20,2.634,1.914,0.966,10.779
21,1.081,0.0,1.081,9.226
22,1.076,1.813,1.812,7.907
23,1.098,1.799,1.318,10.412
24,1.074,1.443,0.952,9.963
